,trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha,subject
608,6,353511.1918000039,4516.861300042365,False,15000,,True,True,inf,False,63,maji,ice,0.3,14
609,7,360353.0624000123,2123.126999998931,True,15000,eye,False,True,2603.087804776345,False,1,jicho,eye,0.3,14
610,8,367959.33640003204,860.6855999678373,True,15000,ice,False,True,2528.1458929121804,False,63,maji,ice,0.3,14
611,9,371480.4884000332,3395.59690002352,False,15000,,True,True,inf,False,26,siri,secret,0.3,14
612,10,377201.4127000002,1754.5608000364155,True,15000,head,False,True,2346.348773104038,False,28,kichwa,head,0.250390625,14
613,11,381722.63100004056,1225.3875999595039,True,15000,secret,False,True,2309.6352758434505,False,26,siri,secret,0.3,14
614,12,386371.64370005485,5748.820899985731,True,15000,enemy,False,True,2403.0437453117834,False,3,adui,enemy,0.349609375,14
615,13,396728.71680004755,10195.267400005832,False,15000,,True,True,inf,False,25,keja,house,0.3,14
616,14,409249.910500017,3834.1004999820143,False,15000,,True,True,inf,False,4,jioni,evening,0.3,14
617,15,415407.6016000472,2452.326499973424,True,15000,house,False,True,2706.607595769594,False,25,keja,house,0.3,14
618,16,421474.1059000371,2149.7112999786623,True,15000,evening,False,True,2419.171404127705,False,4,jioni,evening,0.3,14
619,17,426946.96250004927,4149.698399996851,False,15000,evening,False,True,2543.1839441195393,False,1,jicho,eye,0.349609375,14
620,18,437813.17390000913,1549.6755000203848,True,15000,ice,False,True,2582.5759470787616,False,63,maji,ice,0.250390625,14
621,19,442038.2723000366,1181.605399993714,True,15000,enemy,False,True,2562.952046915607,False,3,adui,enemy,0.30000000000000004,14
622,20,447802.0048000035,977.8798000188544,True,15000,secret,False,True,2566.169576715094,False,26,siri,secret,0.250390625,14
623,21,452759.21960000414,12780.675300047733,False,15000,,True,True,inf,False,68,elimu,science,0.3,14
624,22,467868.04640002083,inf,True,15000,eye,False,True,2368.1947752938113,False,1,jicho,eye,0.39921874999999996,14
625,23,478322.71700003184,2617.1142000239342,True,15000,science,False,True,2944.149954353026,False,68,elimu,science,0.3,14
626,24,484080.5764000397,inf,True,15000,house,False,True,2558.416516807702,False,25,keja,house,0.349609375,14
627,25,492607.5065000332,inf,False,15000,eveneing,False,True,2606.745661202047,False,4,jioni,evening,0.349609375,14
628,26,500037.78400004376,inf,True,15000,eye,False,True,2337.325961254439,False,1,jicho,eye,0.412109375,14
629,27,508413.60190004343,3190.215599955991,False,15000,,True,True,inf,False,72,fasihi,book,0.3,14
630,28,513928.6014000536,4115.209499956109,False,15000,,True,True,inf,False,13,kanisa,church,0.3,14
631,29,520372.2104000044,2383.567800046876,True,15000,book,False,True,2405.2525131458483,False,72,fasihi,book,0.3,14
632,30,525679.7668000218,1092.0139999943785,True,15000,church,False,True,2394.2295425079687,False,13,kanisa,church,0.3,14
633,31,531504.3894000119,2323.3494000160135,True,15000,house,False,True,2450.0365617850866,False,25,keja,house,0.3375,14
634,32,537037.8100000089,3117.9347000434063,True,15000,evening,False,True,2437.1121345198812,False,4,jioni,evening,0.39531249999999996,14
635,33,543449.4782000547,1042.274399951566,True,15000,science,False,True,2516.602471340467,False,68,elimu,science,0.250390625,14
636,34,549691.9674000237,4455.763600009959,True,15000,eye,False,True,2397.85639847242,False,1,jicho,eye,0.46171874999999996,14
637,35,557691.842900007,4943.897699995432,False,15000,,True,True,inf,False,71,maziwa,milk,0.3,14
638,36,564963.9415999991,5399.790600000415,False,15000,,True,True,inf,False,67,maslahi,interest,0.3,14
639,37,572691.7494000518,1016.1233999533579,True,15000,milk,False,True,2553.339167083356,False,71,maziwa,milk,0.3,14
640,38,576824.8850000091,4149.453999998514,False,15000,intrest,False,True,2400.079666689219,False,67,maslahi,interest,0.3,14
641,39,585309.9964000285,1157.810500008054,True,15000,eye,False,True,2562.289171670138,False,1,jicho,eye,0.461328125,14
642,40,590339.8068000097,2083.1741000292823,True,15000,evening,False,True,2626.42642806902,False,4,jioni,evening,0.394921875,14
643,41,595667.2709000413,1320.4421999980696,True,15000,book,False,True,2650.7450673765793,False,72,fasihi,book,0.250390625,14
644,42,599945.7062000292,1949.8845000052825,True,15000,church,False,True,2641.791953125342,False,13,kanisa,church,0.250390625,14
645,43,606564.3507000059,9679.368000011891,False,15000,,True,True,inf,False,31,kijana,boy,0.3,14
646,1,115338.87289999984,4135.072300035972,False,15000.0,,True,True,inf,True,32,tabibu,doctor,0.3,2
647,2,121829.26020002924,1159.6604000078514,False,6103.186897481579,docttor,False,True,2052.5934487407894,True,32,tabibu,doctor,0.3,2
648,3,126743.77470003674,7297.9614999494515,False,15000.0,,True,True,inf,True,36,bustani,garden,0.3,2
649,4,136389.9442999973,1030.639800010249,False,6545.630208792755,gardan,False,True,2273.8151043963776,True,36,bustani,garden,0.3,2
650,5,142270.5552999978,4954.063599987421,False,15000.0,,True,True,inf,True,1,jicho,eye,0.3,2
651,6,149565.64929999877,3755.6342000025325,False,15000.0,,True,True,inf,True,18,baba,father,0.3,2
652,7,155662.52820001682,1313.4940000018105,True,5954.954795994076,eye,False,True,2477.977397997038,True,1,jicho,eye,0.3,2
653,8,160328.33450002363,1328.9494999917224,True,6677.4929503241165,father,False,True,2339.7464751620582,True,18,baba,father,0.3,2
654,9,165258.55389999924,4330.8644000208005,False,15000.0,,True,True,inf,True,27,basi,bus,0.3,2
655,10,171939.59530000575,inf,False,6810.494183145648,,False,False,2406.247091572824,True,32,tabibu,doctor,0.349609375,2
656,11,181134.60150000174,3636.820000014268,True,6183.085543250083,bus,False,True,2592.0427716250415,True,27,basi,bus,0.3,2
657,12,188032.98780001933,2025.5935000022873,False,6792.953845441382,doctor,False,True,2397.476922720691,True,36,bustani,garden,0.349609375,2
658,13,193862.1157000307,4511.945899983402,False,15000.0,,True,True,inf,True,66,dunia,world,0.3,2
659,14,200725.92160000931,4175.526899984106,False,15000.0,,True,True,inf,True,69,maumiva,pain,0.3,2
660,15,207240.7767000259,1468.6918999650516,False,6619.6553708760375,worl,False,True,2477.3276854380188,True,66,dunia,world,0.3,2
661,16,211888.37310002418,2443.9677000045776,True,6056.372392535087,pain,False,True,2362.1861962675434,True,69,maumiva,pain,0.3,2
662,17,217834.84189998126,1229.0021000080742,True,6008.8071094032175,eye,False,True,2504.9035547016088,True,1,jicho,eye,0.250390625,2
663,18,222198.53200000944,1862.3066999716684,True,7028.112073031702,father,False,True,2515.056036515851,True,18,baba,father,0.250390625,2
664,19,227380.07920002565,1157.0490999729373,False,7086.946762404482,garden,False,True,2544.473381202241,True,32,tabibu,doctor,0.39921874999999996,2
665,20,231993.9461000031,1159.00560002774,True,6764.466806670013,garden,False,True,2383.2334033350066,True,36,bustani,garden,0.34921875,2
666,21,236476.01410001516,2340.830900007859,True,5838.61049686428,bus,False,True,2419.80524843214,True,27,basi,bus,0.29414062499999993,2
667,22,241790.77309998684,4230.365600029472,False,15000.0,,True,True,inf,True,30,baskeli,bike,0.3,2
668,23,248369.9296999839,6014.977600018028,False,15000.0,,True,True,inf,True,46,kofia,hat,0.3,2
669,24,256732.41729999427,6460.293100040872,False,6433.419757663683,,False,False,2550.7098788318417,True,30,baskeli,bike,0.3,2
670,25,265578.8606000133,1769.397999974899,True,6295.303579279878,hat,False,True,2648.151789639939,True,46,kofia,hat,0.3,2
671,26,270592.63890003785,4898.64149998175,False,7155.487980963383,bike,False,True,2578.7439904816915,True,32,tabibu,doctor,0.4488281249999999,2
672,27,278890.76670003124,2877.078599995002,False,6876.472441958004,bike,False,True,2605.736220979002,True,66,dunia,world,0.349609375,2
673,28,284819.0253000357,inf,True,6596.6592951605535,pain,False,False,2632.3296475802767,True,69,maumiva,pain,0.349609375,2
674,29,293815.44939999003,1995.2241000137292,False,6776.7040173698215,world,False,True,2389.3520086849107,True,32,tabibu,doctor,0.4492187499999999,2
675,30,300162.03519998817,2315.8141000312753,False,15000.0,,True,True,inf,True,53,wakati,alarm,0.3,2
676,31,304826.6138000181,3440.3241999680176,False,15000.0,,True,True,inf,True,35,tofaa,apple,0.3,2
677,32,310608.086000022,811.6156999603845,True,6308.110730531683,alarm,False,True,2321.5553652658414,True,53,wakati,alarm,0.3,2
678,33,314822.46029999806,inf,False,6255.027318311905,koffie,False,True,2295.0136591559526,True,35,tofaa,apple,0.3,2
679,34,320453.64459999837,2027.443700004369,False,6364.61301126871,doctor,False,True,2516.306505634355,True,30,baskeli,bike,0.349609375,2
680,35,325816.9605000294,2729.693599976599,False,6595.678745092939,doctor,False,True,2465.3393725464693,True,66,dunia,world,0.39921874999999996,2
681,36,332631.7908000201,1144.3537999875844,False,6089.281336269096,apple,False,True,2545.140668134548,True,46,kofia,hat,0.349609375,2
682,37,337078.30500003183,1092.897099966649,True,6412.728129202422,pain,False,True,2540.364064601211,True,69,maumiva,pain,0.32499999999999996,2
683,38,341343.5567999841,inf,True,6975.047792459748,doctor,False,True,2488.523896229874,True,32,tabibu,doctor,0.47382812499999993,2
684,39,348140.171200037,inf,False,7248.113439509373,bus,False,True,2625.0567197546866,True,36,bustani,garden,0.398828125,2
685,40,356786.176100024,1094.0730000147596,True,6366.883295249299,world,False,True,2350.9416476246497,True,66,dunia,world,0.396484375,2
686,41,361583.8899000082,3295.010600006208,True,6433.238207603354,alarm,False,True,2384.119103801677,True,53,wakati,alarm,0.349609375,2
687,42,368013.45159998164,3645.577300048899,False,6223.801157209743,bus,False,True,2445.9005786048715,True,30,baskeli,bike,0.39921874999999996,2
688,43,375260.1733999909,1164.602900040336,True,6672.442938682092,apple,False,True,2503.721469341046,True,35,tofaa,apple,0.250390625,2
689,44,380025.9490000317,3074.6360999764875,False,7033.8771550692045,garden,False,True,2517.9385775346022,True,32,tabibu,doctor,0.49921874999999993,2
690,45,386604.76439999184,3538.4870000416413,True,6045.843059020629,hat,False,True,2523.4215295103145,True,46,kofia,hat,0.39921874999999996,2
691,46,393052.1563999937,1495.6737000029534,False,7115.552755242912,bike,False,True,2558.776377621456,True,36,bustani,garden,0.42734375,2
692,47,397766.90170000074,inf,True,6156.940464799486,bus,False,True,2578.970232399743,True,27,basi,bus,0.3437499999999999,2
693,48,404146.6983000282,1412.7672999748029,False,6185.519390291642,garden,False,True,2426.759695145821,True,30,baskeli,bike,0.4488281249999999,2
694,trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha,2
695,1,434748.26279998524,3768.737100006547,False,15000,,True,True,inf,False,26,siri,secret,0.3,2
696,2,440865.71650003316,896.909200004302,True,15000,secret,False,True,2021.754423037053,False,26,siri,secret,0.3,2
697,3,448177.83280002186,2935.407699958887,False,15000,,True,True,inf,False,31,kijana,boy,0.3,2
698,4,453458.6340000387,862.4889999628067,True,15000,boy,False,True,1947.441286116072,False,31,kijana,boy,0.3,2
699,5,457741.4053999819,4957.700500031933,False,15000,,True,True,inf,False,56,wimbo,song,0.3,2
700,6,465054.35930000385,4890.349499997683,False,15000,,True,True,inf,False,58,limau,lemon,0.3,2
701,7,472301.3165000011,inf,False,15000,boy,False,True,2533.302833725184,False,56,wimbo,song,0.3,2
702,8,483212.2945000301,1194.1993999644183,True,15000,lemon,False,True,2686.2719627239035,False,58,limau,lemon,0.3,2
703,9,487608.4594000131,832.1120999753475,True,15000,secret,False,True,2363.1318870801288,False,26,siri,secret,0.250390625,2
704,10,492107.30889998376,1967.9930999991484,False,15000,,True,True,inf,False,34,kioo,mirror,0.3,2
705,11,496422.61740000686,7261.243299988564,True,15000,boy,False,True,2318.181691438414,False,31,kijana,boy,0.349609375,2
706,12,506787.60440001497,1440.2725999825634,True,15000,mirror,False,True,2538.8265023750873,False,34,kioo,mirror,0.3,2
707,13,511434.16130001424,3433.876800001599,False,15000,,True,True,inf,False,19,karamu,party,0.3,2
708,14,517212.4145000125,3047.359200019855,False,15000,,True,True,inf,False,63,maji,ice,0.3,2
709,15,522609.71460002474,1312.4139999854378,True,15000,party,False,True,2362.912038411773,False,19,karamu,party,0.3,2
710,16,527639.9519999977,629.0854000253603,True,15000,ice,False,True,2320.479870800117,False,63,maji,ice,0.3,2
711,17,531456.5123000066,inf,True,15000,song,False,True,2466.939488369339,False,56,wimbo,song,0.349609375,2
712,18,537671.3722000131,977.6492000091821,True,15000,lemon,False,True,2406.219000294444,False,58,limau,lemon,0.250390625,2
713,19,541801.0298000299,1112.8009999520145,True,15000,boy,False,True,2407.293313490163,False,31,kijana,boy,0.30000000000000004,2
714,20,546032.4032999924,3645.8185000228696,False,15000,,True,True,inf,False,2,pombe,beer,0.3,2
715,21,552028.483800008,4619.319099991117,False,15000,,True,True,inf,False,64,duka,shop,0.3,2
716,22,558992.7425000351,2210.5503999628127,False,15000,bear,False,True,2456.676024857503,False,2,pombe,beer,0.3,2
717,23,564824.3770999834,inf,True,15000,shop,False,True,2448.4298758646146,False,64,duka,shop,0.3,2
718,24,579668.402899988,1061.5747999981977,True,15000,mirror,False,True,2612.185512888634,False,34,kioo,mirror,0.250390625,2
719,25,583865.717299981,11688.260500028264,False,15000,,False,True,2505.443983682795,False,19,karamu,party,0.349609375,2
720,26,597907.0874000317,862.7005000016652,True,15000,song,False,True,2640.98142910157,False,56,wimbo,song,0.34921875,2
721,27,601790.2283000294,2293.2669000001624,True,15000,ice,False,True,2650.67397053284,False,63,maji,ice,0.262109375,2
722,28,607603.589300008,3501.5399000258185,False,15000,,True,True,inf,False,51,chunga,pot,0.3,2
723,29,613451.9519000314,1038.070999959018,True,15000,beer,False,True,2416.997514564938,False,2,pombe,beer,0.250390625,2
724,30,617332.5333999819,844.8880000505596,True,15000,pot,False,True,2278.8811536534627,False,51,chunga,pot,0.3,2
725,31,621080.1378000178,5226.050099998247,True,15000,shop,False,True,2439.1858847872604,False,64,duka,shop,0.349609375,2
726,32,629628.7236000062,3479.5342999859713,True,15000,party,False,True,2429.2574440605886,False,19,karamu,party,0.39921874999999996,2
727,33,636523.4928000136,3431.1719000106677,False,15000,,True,True,inf,False,24,barua,letter,0.3,2
728,34,642303.2936999807,3824.3492000037804,False,15000,,True,True,inf,False,3,adui,enemy,0.3,2
729,35,648487.7746999846,1075.6308000418358,True,15000,letter,False,True,2405.5520954151702,False,24,barua,letter,0.3,2
730,36,653117.2587000183,2817.9410999873653,False,15000,,False,True,2342.657193931592,False,3,adui,enemy,0.3,2
731,37,658295.7772000227,2077.8343999991193,True,15000,party,False,True,2297.8872490890994,False,19,karamu,party,0.398828125,2
732,38,665128.3131000237,inf,True,15000,shop,False,True,2386.2727349570864,False,64,duka,shop,0.39921874999999996,2
733,39,674090.2705999906,1978.637600026559,True,15000,pot,False,True,2461.507351727606,False,51,chunga,pot,0.250390625,2
734,40,678970.0995000312,4039.089299971238,False,15000,,True,True,inf,False,55,likizo,holidays,0.3,2
735,41,685383.7467000121,1027.4265999905765,True,15000,song,False,True,2468.685382039162,False,56,wimbo,song,0.29960937500000007,2
736,42,689165.0391999865,993.6827000346966,False,15000,holiday,False,True,2306.8522440539928,False,55,likizo,holidays,0.3,2
737,43,694348.4829000081,7557.23959999159,True,15000,shop,False,True,2291.5719926112283,False,64,duka,shop,0.4488281249999999,2
738,1,238043.56420005206,7060.236699995585,False,15000,,True,True,inf,False,8,rangi,color,0.3,3
739,2,247455.53949999157,1154.3642000760883,True,15000,color,False,True,2259.314865988815,False,8,rangi,color,0.3,3
740,3,252286.38970002066,16732.504099956714,False,15000,,True,True,inf,False,16,kaputula,pants,0.3,3
741,4,271360.0513000274,1281.5980999730527,True,15000,pants,False,True,2721.7550942705816,False,16,kaputula,pants,0.3,3
742,5,276924.52500003856,8309.9416999612,False,15000,,True,True,inf,False,25,keja,house,0.3,3
743,6,287571.1285000434,14137.826599995606,False,15000,,True,True,inf,False,68,elimu,science,0.3,3
744,7,304063.4579000762,1794.9959998950362,True,15000,house,False,True,2992.0171987133294,False,25,keja,house,0.3,3
745,8,309243.27039998025,1394.5428000297397,True,15000,science,False,True,2816.347123441116,False,68,elimu,science,0.3,3
746,9,322387.1133000357,2445.359500008635,True,15000,color,False,True,2668.208224939221,False,8,rangi,color,0.27460937500000004,3
747,10,328084.7357000457,1302.093500038609,True,15000,pants,False,True,2431.2018932096566,False,16,kaputula,pants,0.250390625,3
748,11,333282.2520000627,10845.455899951048,False,15000,,True,True,inf,False,6,afisi,office,0.3,3
749,12,346475.2802000148,7185.662799980491,False,15000,,True,True,inf,False,23,shukuru,thanks,0.3,3
750,13,356005.44660002925,inf,True,15000,office,False,True,2852.353455869779,False,6,afisi,office,0.3,3
751,14,362618.7747999793,1473.348900093697,True,15000,thanks,False,True,2603.5586059718776,False,23,shukuru,thanks,0.3,3
752,15,367865.33669999335,1829.8332000849769,True,15000,house,False,True,2503.349091670036,False,25,keja,house,0.250390625,3
753,16,372895.704900031,9027.41199999582,True,15000,science,False,True,2503.4763379347587,False,68,elimu,science,0.349609375,3
754,17,385557.37270007376,7456.0008000116795,False,15000,,True,True,inf,False,61,lugha,language,0.3,3
755,18,395352.20449999906,7550.613300059922,False,15000,,True,True,inf,False,59,wingu,cloud,0.3,3
756,19,405248.7071000505,1369.3489999277517,False,15000,luggage,False,True,2745.0207222251197,False,61,lugha,language,0.3,3
757,20,410495.08250004146,1576.0314000071958,True,15000,cloud,False,True,2559.7610932049356,False,59,wingu,cloud,0.3,3
758,21,416044.02320005465,2731.748200021684,True,15000,office,False,True,2465.122224660563,False,6,afisi,office,0.3316406249999999,3
759,22,422007.60460004676,2131.364200031385,True,15000,thanks,False,True,2465.5091403019737,False,23,shukuru,thanks,0.255859375,3
760,23,427521.2779000867,4944.916999898851,True,15000,science,False,True,2512.9604168104165,False,68,elimu,science,0.39921874999999996,3
761,24,435868.52860008366,5111.417399952188,False,15000,,True,True,inf,False,36,bustani,garden,0.3,3
762,25,443330.5638000602,1990.5707999132574,False,15000,,True,True,inf,False,51,chunga,pot,0.3,3
763,26,447661.52429999784,1117.8174000233412,True,15000,garden,False,True,2396.463193151337,False,36,bustani,garden,0.3,3
764,27,452244.1794000333,1365.6711999792606,True,15000,pot,False,True,2227.59668325923,False,51,chunga,pot,0.3,3
765,28,456507.331800065,1529.722400009632,True,15000,science,False,True,2325.6020404095852,False,68,elimu,science,0.398828125,3
766,29,461356.3928999938,1361.7427999852225,True,15000,language,False,True,2423.7426678415313,False,61,lugha,language,0.250390625,3
767,30,468684.9035000196,1136.5577999968082,True,15000,cloud,False,True,2454.3459184996154,False,59,wingu,cloud,0.250390625,3
768,31,473501.51960004587,5306.510500027798,False,15000,,True,True,inf,False,53,wakati,alarm,0.3,3
769,32,481146.7765000416,1636.1372999381274,True,15000,office,False,True,2423.673404315007,False,6,afisi,office,0.32734374999999993,3
770,33,486028.3067000564,1113.77029994037,True,15000,alarm,False,True,2434.7740203910507,False,53,wakati,alarm,0.3,3
771,34,490374.6950000059,8218.137399991974,False,15000,,True,True,inf,False,12,anga,sky,0.3,3
772,trial,start_time,rt,correct,time_bar,keyboard_response,new,on_time,expected_rt,time_bar_visible,fact_id,question,answer,alpha,3
773,1,553390.1409000391,5551.320899976417,False,15000.0,,True,True,inf,True,5,rafiki,friend,0.3,3
774,2,561291.9859000249,1612.4520000303164,True,6316.335282840703,friend,False,True,2159.1676414203516,True,5,rafiki,friend,0.3,3
775,3,566090.3330000583,6076.710399938747,False,15000.0,,True,True,inf,True,45,chanjo,scissors,0.3,3
776,4,574502.7254000306,1196.226799977012,False,7052.836393914032,sciccors,False,True,2194.418196957016,True,45,chanjo,scissors,0.3,3
777,5,580183.7383999955,4621.100399992429,False,15000.0,,True,True,inf,True,33,bibi,grandmother,0.3,3
778,6,587146.6103000566,4781.031199963763,False,15000.0,,True,True,inf,True,40,kitanda,bed,0.3,3
779,7,594260.772800073,1113.094799919054,True,8684.639662320234,grandmother,False,True,2510.8198311601177,True,33,bibi,grandmother,0.3,3
780,8,599325.2802999923,861.5174000151455,True,5832.601286570156,bed,False,True,2416.800643285078,True,40,kitanda,bed,0.3,3
781,9,602971.849600086,4817.751699942164,False,15000.0,,True,True,inf,True,32,tabibu,doctor,0.3,3
782,10,610137.0129000861,6742.147599929012,False,6744.464709903054,,False,False,2373.232354951527,True,5,rafiki,friend,0.349609375,3
783,11,619265.5519000255,1699.4198999600485,False,7217.935675369772,bed,False,True,2609.967837684886,True,32,tabibu,doctor,0.3,3
784,12,623746.2126000319,inf,False,7412.7362352576565,bed,False,True,2374.3681176288283,True,45,chanjo,scissors,0.349609375,3
785,13,631459.2125000199,3736.15010001231,False,15000.0,,True,True,inf,True,73,mbwa,dog,0.3,3
786,14,637540.3236000566,3916.363399941474,False,15000.0,,True,True,inf,True,26,siri,secret,0.3,3
787,15,643804.1226000059,1326.385600026697,True,5849.8558226552705,dog,False,True,2425.4279113276352,True,73,mbwa,dog,0.3,3
788,16,647901.4242000412,1145.2293000184,True,6631.218613404415,secret,False,True,2316.6093067022075,True,26,siri,secret,0.3,3
789,17,652516.2940999726,1636.4590000594035,True,8579.275385001041,grandmother,False,True,2458.137692500521,True,33,bibi,grandmother,0.250390625,3
790,18,658047.7990000509,2488.0928000202402,True,5940.706066341608,bed,False,True,2470.853033170804,True,40,kitanda,bed,0.301171875,3
791,19,663328.4944000188,2212.1804000344127,True,7000.475010086861,friend,False,True,2501.2375050434307,True,5,rafiki,friend,0.32499999999999996,3
792,20,668742.1516000759,2778.1090999487787,False,7455.942315129771,doctor,False,True,2395.9711575648853,True,45,chanjo,scissors,0.39921874999999996,3
793,21,674757.1674999781,2027.3814999964088,True,6839.569026112066,doctor,False,True,2420.784513056033,True,32,tabibu,doctor,0.253515625,3
794,22,680586.1378000118,6066.235100035556,False,15000.0,,True,True,inf,True,52,lango,door,0.3,3
795,23,688999.7519999743,3671.9362000003457,False,15000.0,,True,True,inf,True,22,kazi,work,0.3,3
796,24,695012.9063000204,1112.4552000546828,True,6386.312829145023,door,False,True,2527.1564145725115,True,52,lango,door,0.3,3
797,25,699077.2290000459,809.4997999724001,True,5931.774804541513,work,False,True,2299.8874022707564,True,22,kazi,work,0.3,3
798,26,703958.9549000375,1410.074200015515,True,5972.302974711273,dog,False,True,2486.6514873556366,True,73,mbwa,dog,0.250390625,3
799,27,708139.8147,1279.602500027977,True,7601.430749024831,scissors,False,True,2468.7153745124156,True,45,chanjo,scissors,0.398828125,3
800,28,715370.3536000103,1567.88820005022,True,7159.033421233144,secret,False,True,2580.516710616572,True,26,siri,secret,0.250390625,3
801,29,720701.6629000427,8855.9060000116,False,15000.0,,True,True,inf,True,69,maumiva,pain,0.3,3
802,30,731895.0270999921,6265.235000057146,False,15000.0,,True,True,inf,True,7,jiwe,stone,0.3,3
803,31,740507.6379000675,2697.878699982539,False,6830.564869864669,work,False,True,2749.2824349323346,True,69,maumiva,pain,0.3,3
804,32,747205.863500014,862.2581000672653,True,6799.5027587731665,stone,False,True,2567.2513793865833,True,7,jiwe,stone,0.3,3
805,33,751286.5950000705,5110.264999908395,False,6200.177044273213,doctor,False,True,2434.0885221366066,True,52,lango,door,0.349609375,3
806,34,759633.4698999999,1946.3575000409037,False,6341.037068457307,scissor,False,True,2504.5185342286536,True,22,kazi,work,0.349609375,3
807,35,765097.149600042,1611.7881999816746,False,7447.252503789967,scissor,False,True,2391.6262518949834,True,45,chanjo,scissors,0.44843749999999993,3
808,36,770377.5406000204,2612.986800028011,False,5908.9526648426545,door,False,True,2454.9763324213272,True,40,kitanda,bed,0.303125,3
809,37,775908.472900046,5449.62900003884,False,15000.0,,True,True,inf,True,46,kofia,hat,0.3,3
810,38,783703.6204000469,3157.001500017941,False,15000.0,,True,True,inf,True,71,maziwa,milk,0.3,3
811,39,789201.9464999903,1368.4709999943152,True,5945.31840454242,hat,False,True,2473.15920227121,True,46,kofia,hat,0.3,3
812,40,793400.6164000602,778.7601000163704,True,5885.858844162206,milk,False,True,2276.929422081103,True,71,maziwa,milk,0.3,3
813,41,797265.6417000107,1740.415700012818,True,7555.978284850239,scissors,False,True,2445.9891424251196,True,45,chanjo,scissors,0.43085937499999993,3
